URL,VISITED,N/A,PROOF,CONTESTED,REJECTED,NOTES ON WHY N/A,NOTES ON WHY PROOF,ADDITIONAL NOTES,"TRANSLATION OF ""NOTES ON WHY N/A"" (COL G)","TRANSLATION OF ""NOTES ON WHY PROOF"" (COL K)","TRANSLATION OF ""ADDITIONAL NOTES"" (COL I)"
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2023---245_nodate.html,YES,NO,YES,NO,,,"A l’inverse, à l’instar du tribunal, les dénégations de V.________ en rapport avec les faits dénoncés doivent être considérées comme étant dépourvues de crédibilité, vu les éléments objectifs à disposition, à savoir les images et messages WhatsApp à caractère sexuel que le prénommé a envoyés à l’adolescente (reproduits en page 32 du jugement attaqué ; cf. P. 55/1.2),",,,"Conversely, like the court, V.________'s denials in relation to the facts denounced must be considered as lacking credibility, given the objective elements available, namely the images and WhatsApp messages of a sexual nature that the first name sent to the teenager (reproduced on page 32 of the contested judgment; cf. P. 55/1.2),",
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_005_502-2020-25_2020-03-02.pdf,YES,NO,YES,NO,,,"En 2018, il aurait beaucoup insisté pour entamer une relation avec elle, alors qu’elle ne voulait pas, et aurait cherché à la manipuler pour arriver à ses fins (« Lui insistait toujours avec gentillesse et à bon dosage pour pas que ça m’énerve et me laisser le petit doute », cf. pv d’audition du 18 décembre 2019 et conversations WhatsApp produites par P.________).",,,"In 2018, he would have insisted a lot on starting a relationship with her, even though she didn't want to, and would have tried to manipulate her to achieve his ends (""He always insisted with kindness and in the right amount so that it wouldn't bother me""). annoys and leave me with a little doubt"", cf. hearing minutes of December 18, 2019 and WhatsApp conversations produced by P.________).",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2022---157_nodate.html,YES,NO,YES,NO,,,"En l’espèce, Z.________ admet, dans sa déclaration d’appel notamment, qu’il avait 12 ans au moment des premiers actes. Cet aveu ressort également de l’échange de messages WhatsApp produit par [...], tante de l’appelant (PV aud. 2, annexe).",,,"In this case, Z.________ admits, in his notice of appeal in particular, that he was 12 years old at the time of the first acts. This admission also emerges from the exchange of WhatsApp messages produced by [...], the appellant's aunt (Audit Minutes 2, appendix).",
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_008_ARMP-2023-111_2023-10-23.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/VS_Gerichte/VS_BZG_999_P1-20-107_2023-03-01.pdf,YES,NO,YES,NO,,,"L’exploitation du téléphone portable de X _________ a enfin permis de découvrir une conversation textuelle WhatsApp avec A _________ dès le 8 mars 2018, dans laquelle la détresse de celui-ci, qui se sait surveillé, est aisément reconnaissable (do. p. 693). Sa réaction démontre que les surveillances n’étaient pas effectuées sans raison. La réflexion de X _________ du 23 mars 2018, démontre au demeurant que ce dernier en était tout à fait au courant (do. p. 692). Cette conversation établit également que les deux hommes étaient habitués à changer de numéros de téléphone, sans doute dans le but de contrer les éventuelles mesures de surveillances techniques. Les différents sujets abordés dans cette conversation, de manière délibérément sibylline, soit « le truc » que fait A _________, « la casquette » avec qui X _________ déconseillait son ami d’être vu et l’affirmation de X _________ de « maintenant ça repris un peu » (do. p. 693), permettent de constater que les deux interlocuteurs étaient de mèche et que X _________ était bien au courant des activités délictueuses de son comparse, auquel il entendait apporter son soutien. Cette conclusion est enfin considérablement appuyée par les propres dires de A _________ qui, se sachant sous surveillance policière, cherchait à savoir qui l’avait dénoncé, soupçonnant à cet égard expressément X _________, envers lequel il se montrait particulièrement véhément malgré leurs relations amicales (l’appelant « fils de pute », « saloperie » et « trouduc »), allant même",,,"The exploitation of the mobile phone of ). His reaction shows that the surveillance was not carried out without reason. X _________'s reflection of March 23, 2018, demonstrates that the latter was fully aware of it (do. p. 692). This conversation also establishes that the two men were accustomed to changing telephone numbers, undoubtedly in order to counter possible technical surveillance measures. The different subjects addressed in this conversation, in a deliberately cryptic manner, namely ""the thing"" that A _________ does, ""the cap"" with which X _________ advised his friend not to be seen and the affirmation of a little” (do. p. 693), allow us to see that the two interlocutors were in cahoots and that X _________ was well aware of the criminal activities of his accomplice, to whom he intended to provide his support. This conclusion is finally considerably supported by the own words of A _________ who, knowing he was under police surveillance, sought to know who had denounced him, expressly suspecting in this regard X _________, towards whom he was particularly vehement despite their friendly relations ( calling him ""son of a bitch"", ""scum"" and ""asshole""), even going",
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_009_CPEN-2021-14_2021-10-19.html,YES,NO,YES,NO,,,"La teneur des messages retrouvés par la police correspond aux déclarations de la jeune fille, qui sont claires et nullement dépourvues de vraisemblance.",,,"The content of the messages found by the police corresponds to the young girl's statements, which are clear and in no way devoid of plausibility.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-414-2020_2022-03-22.html,YES,NO,YES,NO,,,"Le message litigieux comprenait deux parties. La première, en français, était destinée à l'assistante, lui demandant de le transmettre à C______. La seconde, en espagnol, contenait la phrase incriminée : ""quatre infractions pénales graves dans trois juridictions, ça se présente mal"". Si tant est que cette phrase soit attentatoire à l'honneur, ce qui paraît douteux au vu du contexte, encore fallait-il que l'assistante ait lu et compris ces propos.",,,"The disputed message consisted of two parts. The first, in French, was intended for the assistant, asking her to forward it to C______. The second, in Spanish, contained the offending phrase: “four serious criminal offenses in three jurisdictions, that doesn’t look good.” If this sentence is an attack on honor, which seems doubtful given the context, the assistant still had to have read and understood these words.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-21761-2020_2023-06-19.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2022---449_nodate.html,YES,NO,YES,NO,,,"Elles traduisent la volonté de l’appelante de nuire au prévenu en proférant contre lui de multiples dénonciations calomnieuses à son égard au sens de l’art. 303 CP, dans le cadre du conflit conjugal qui les opposait, en cherchant à discréditer son époux par pur malveillance. Le comportement de l’appelante va donc au-delà de la simple mauvaise foi en procédure ou de la propagation de soupçons sans fondement.",,,"They reflect the appellant's desire to harm the accused by making multiple slanderous accusations against him within the meaning of art. 303 CP, in the context of the marital conflict between them, by seeking to discredit her husband out of pure malice. The appellant's behavior therefore goes beyond simple procedural bad faith or the propagation of unfounded suspicions.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2020---359_nodate.html,YES,YES,,,,"Not evidence:  Quant au message vocal WhatsApp de la plaignante du 28 août 2017 (P. 28/1), celui-ci n’est pas déterminant ni dans un sens ni dans un autre. Outre le fait que c’est le prévenu qui a entamé la conversation en demandant à la plaignante si elle allait le soir même au cours de s.________, celle-ci se borne à lui répondre qu’elle est vacances à [...] (PV aud. 3, lignes 448 ss).",,,"Not evidence: As for the complainant's WhatsApp voice message of August 28, 2017 (P. 28/1), this is not decisive in one direction or another. Apart from the fact that it was the accused who started the conversation by asking the complainant if she was going to class that same evening, the latter limited herself to replying that she was on vacation at [...] ] (PV aud. 3, lines 448 ff).",,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2017---245_nodate.html,YES,YES,,,,"Only talk about erased WA messages: De même, l'effacement des messages WhatsApp importe peu, puisque l'appelant et P.________ ne communiquaient pas par ce biais.",,,"Only talk about erased WA messages: Likewise, the deletion of WhatsApp messages does not matter, since the caller and P.________ did not communicate through this means.",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-1286-2020_2022-08-11.html,YES,NO,YES,NO,,,"Par ses observations, le Ministère public retient que A______, au vu notamment de ses échanges privés avec B______, comprenait suffisamment le français pour saisir la portée des documents signés, d'autant que ceux-ci étaient simples et contenaient des expressions univoques, comme ""salaire de CHF 225'000.- par an"" (lettre datée 12 octobre 2017). En engageant, par sa signature, E______ SA alors qu'elle ne disposait d'aucun droit pour ce faire, A______ avait adopté un comportement civilement fautif. Celui-ci était en lien de causalité avec l'ouverture de la procédure dans la mesure où, sans les trois lettres signées, B______ n'aurait pas pu tenter d'obtenir des prestations de D______. En tout état, les montants réclamés par celle-ci devaient être diminués.",,,"Through its observations, the Public Prosecutor notes that A______, particularly in view of his private exchanges with B______, understood French sufficiently to understand the scope of the signed documents, especially since they were simple and contained unambiguous expressions, such as "" salary of CHF 225,000.- per year"" (letter dated October 12, 2017). By committing, through its signature, E______ SA even though it had no right to do so, A______ had adopted civilly wrongful behavior. This was causally linked to the opening of the procedure to the extent that, without the three signed letters, B______ would not have been able to attempt to obtain benefits from D______. In any case, the amounts claimed by the latter had to be reduced.",
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_008_ARMP-2023-45_2023-04-24.html,YES,YES,,,,,"Au contraire, il a déclaré que cette affaire ne concernait pas X.________, lequel n’était venu que parce que lui-même avait rameuté les membres du D.________ via WhatsApp. ",,,"On the contrary, he declared that this matter did not concern X.________, who had only come because he himself had brought together the members of D.________ via WhatsApp. ",
https://entscheidsuche.ch/docs/VS_Gerichte/VS_BZG_999_P1-19-38_2021-08-25.pdf,YES,NO,YES,NO,,,"En effet, à l’instar de la magistrate, il faut constater que la plaignante a été constante dans ses déclarations concernant les points principaux, soit la teneur des messages à connotation sexuelle échangés (et auxquels elle n’a pas nié avoir participé), son sentiment d’inquiétude face au retour prévu de son compagnon, les tentatives de rapprochement physique dans le but d’obtenir une relation sexuelle, son refus exprimé à maintes reprises, le fait que le prévenu lui ait maintenu les poignets, sans autre violence physique, l’arrachage de la culotte, ainsi que la tentative consistant à l’empêcher de quitter le chalet, en lui tirant les cheveux et en détruisant son téléphone.",,,"Indeed, like the magistrate, it must be noted that the complainant was consistent in her statements concerning the main points, namely the content of the messages with sexual connotations exchanged (and in which she did not deny having participated), his feeling of worry about the expected return of his partner, the attempts at physical contact with the aim of obtaining a sexual relationship, his refusal expressed on numerous occasions, the fact that the accused held his wrists, without other physical violence , ripping off her panties, as well as attempting to prevent her from leaving the chalet by pulling her hair and destroying her phone.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-4246-2018_2023-04-13.html,YES,YES,,,,"WA mentioned only as part of one defendant's exposition, but not used as evidence",,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-13988-2020_2021-10-21.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-13524-2017_2024-01-23.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_013_A-1668-2022_2022-09-06.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-7877-2020_2022-11-08.html,YES,NO,YES,NO,,,"En ce qui concerne tout d’abord les messages échangés (supra B.b.), le MP soutient que la volonté du prévenu de faire effacer la vidéo portait sur l’original, tandis que le prévenu soutient qu’il faisait référence à la séquence se trouvant dans le téléphone de son interlocuteur. Compte tenu de la chronologie – le prévenu demandant l’effacement avant même d’avoir reçu les images en cause – la Cour retient que le prévenu a sollicité de son interlocuteur la suppression de toutes les versions des images, et non uniquement de celle figurant sur le téléphone de son interlocuteur. L’explication qu’il donne – éviter la diffusion de ces images à des tiers – est confortée par les termes « surtout la montrer à personne » et s’applique d’ailleurs aux deux interprétations. En tout état de cause, il est établi que les images originales ont été effacées mais que tant le prévenu que son interlocuteur ont conservé la séquence sur leur téléphone pendant plus d’une année, le prévenu l’ayant, selon ses dires, détruite après son audition par l’IGS.",,,"Concerning first of all the messages exchanged (supra B.b.), the MP maintains that the defendant's desire to have the video deleted related to the original, while the defendant maintains that he was referring to the sequence located in the interlocutor's phone. Taking into account the chronology – the defendant requesting deletion even before having received the images in question – the Court notes that the defendant requested from his interlocutor the deletion of all versions of the images, and not only the one appearing on the telephone number of the person you are talking to. The explanation he gives – to avoid the distribution of these images to third parties – is reinforced by the terms “especially show it to no one” and also applies to both interpretations. In any event, it is established that the original images were deleted but that both the defendant and his interlocutor kept the sequence on their phone for more than a year, the defendant having, according to his statements, destroyed it afterwards. his hearing by the IGS.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2019---456_nodate.html,YES,NO,YES,NO,,,"Ce passage en revue permet de vérifier que c'est n'est pas la police, qui se fondait sur une estimation supérieure de 440 grammes, qui aurait soufflé au prévenu la quantification de 300 grammes qui ne ressort d'ailleurs pas de ses messages Whatsapp, mais bien qu'au terme d'une longue série de minimisations, le prévenu a fini par chiffrer lui‑même à 300 grammes le volume de drogue du deuxième lot reçu par lui le 20 juin 2017, non sans avoir évoqué auparavant le chiffre approximatif de 400.",,,"This review makes it possible to verify that it was not the police, who based themselves on a higher estimate of 440 grams, who would have told the defendant the quantification of 300 grams which does not emerge from his Whatsapp messages. , but although at the end of a long series of minimizations, the defendant ended up putting the volume of drugs in the second batch received by him on June 20, 2017 at 300 grams, not without having previously mentioned the approximate figure. of 400.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2018---155_nodate.html,YES,NO,YES,NO,,,"Nella sentenza vengono riportati diversi messaggi WA in cui marito minaccia la moglie di lasciarla senza cash e che non può uscire da sola di casa --> sulla base dei precitti messaggi, tribunale conclude che il sera retenu que, durant la vie commune, X.________ a tenté de placer son épouse sous son joug, notamment en lui interdisant de quitter le domicile conjugal sans son autorisation et en la laissant sans argent.",,,"The sentence reports several WA messages in which the husband threatens his wife to leave her without cash and that she cannot leave the house alone --> on the basis of the aforementioned messages, the court concludes that on Saturday, during the common life, X. ________ a attempt to placer son épouse sous son joug, notamment en lui interdisant de quitter le domicile conjugal sans son authorization et en la laissant sans argent.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2019---263_nodate.html,YES,YES,,,,Nella cartella dei file whatsapp dell'imputato è stato trovato un video pedopornografico. On ne peut donc exclure que cette vidéo se soit enregistrée automatiquement dans la galerie de l’appelant lors de l’envoi d’un tiers. Les éléments au dossier ne sont dès lors pas suffisants pour considérer que l’appelant aurait intentionnellement visionné ou enregistré cette vidéo. Il subsiste par conséquent un doute qui doit lui profiter.,,,"A child pornography video was found in the accused's WhatsApp file folder. However, it cannot be excluded that these videos are automatically recorded in the gallery of the appellant in one tier. The elements in the file are not sufficient to consider that the appellant intends to watch or record this video. The subsiste par conséquent a doubt here doit he profiter.",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-144-2016_2018-10-19.html,YES,YES,,,,"Le 4 janvier 2016, elle avait écrit un message sur WhatsApp à H______ mais celle-ci ne lui avait pas répondu et n'avait regardé son application WhatsApp qu'à 18h20. Elle ne se souvenait pas si X______ avait dormi chez elle dans la nuit du 3 au 4 janvier 2016 mais ils s'étaient écrits durant la journée et, le 4 janvier au soir, il lui avait écrit aux environs de 21h30-21h45 pour lui dire qu'il était content de retourner vivre avec elle le lendemain. ",,,"On January 4, 2016, she wrote a message on WhatsApp to H______ but the latter did not respond to her and did not look at her WhatsApp application until 6:20 p.m. She did not remember if that he was happy to return to live with her the next day. ",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-8063-2020_2021-11-16.html,YES,NO,YES,NO,,,chat WA utilizzata come prova che imputatato aveva acquistato cocaina,might be useful for citations,,WA chat used as evidence that defendant had purchased cocaine,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-1383-2021_2023-05-08.html,YES,NO,YES,NO,,,chat WA utilizzata come prova di scambio di materiale pedopornografico,,,WA chat used as evidence of exchange of child pornography,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-10401-2016_2018-07-10.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-2358-2018_2021-09-27.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-19096-2019_2022-10-26.html,YES,YES,,,,"Selon ce rapport, aucun appel, ni entrant ni sortant, n'a été retrouvé pour les 8 et 9 septembre 2019 (p. 5) et aucun message WhatsApp ni aucun SMS n'a été retrouvé à destination du comparse lorsque celui-ci se serait prétendument trouvé seul dans l'appartement de la victime (pp. 44 s.).",,Useful for citations: people use autodesctruction messages,"According to this report, no call, neither incoming nor outgoing, was found for September 8 and 9, 2019 (p. 5) and no WhatsApp message or SMS was found intended for the accomplice when he allegedly found alone in the victim's apartment (pp. 44 ff.).",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-8266-2012_2014-10-14.html,YES,YES,,,,Wa mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---204_nodate.html,YES,NO,YES,NO,,,"Ces transactions sont suffisamment établies par les éléments du dossier, à savoir par les déclarations de Z.________ et par les échanges WhatsApp entre ce dernier et quatre clients (ibidem, pp. 4-6). Par conséquent, les enquêteurs ont retenu que l'ensemble des transactions évoquées dans les messages WhatsApp entre Z.________ et trois des quatre clients portaient sur un total de 171,5 g pour un montant total de 1'890 fr. (ibidem, p. 6). Plus précisément, sachant que 50 fr. correspondaient à 4,5 g de marijuana, les enquêteurs ont pu déterminer que Z.________ avait vendu pour 1'200 fr. au premier client (soit 9 g par mois durant une année), 650 fr. au deuxième client (soit 4,5 g par semaine pendant trois mois + 5,5 g à une reprise) et 40 fr. au troisième (soit 4 g).",Interesting for citations. ,,"These transactions are sufficiently established by the elements of the file, namely by the declarations of Z.________ and by the WhatsApp exchanges between the latter and four clients (ibidem, pp. 4-6). Consequently, the investigators noted that all the transactions mentioned in the WhatsApp messages between Z.________ and three of the four customers concerned a total of 171.5 g for a total amount of 1,890 francs. (ibid., p. 6). More precisely, knowing that 50 fr. corresponded to 4.5 g of marijuana, investigators were able to determine that Z.________ had sold for 1,200 francs. to the first customer (i.e. 9 g per month for a year), 650 fr. to the second client (i.e. 4.5 g per week for three months + 5.5 g once) and 40 fr. to the third (i.e. 4 g).",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2020---270_nodate.html,YES,YES,,,,"Appeal against a decision, WA mentioned only because proofs should be kept and not destroyed.",,,"Appeal against a decision, WA mentioned only because evidences should be kept and not destroyed.",,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2020---481_nodate.html,YES,YES,,,,"Bug, decision not available.",,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2020---491_nodate.html,YES,NO,YES,NO,,,"En l’espèce, les premiers juges se sont fondés sur plusieurs éléments pour retenir que le prévenu aurait empêché son épouse de quitter le logement commun, soit sur la teneur de sa plainte, dans laquelle B.A.________ a notamment exposé que « ces derniers mois, alors que mon père était hospitalisé, il m’a empêché d’aller le voir en me bloquant la porte d’entrée de l’appartement ou en me retenant par le bras pour que je reste auprès de lui » (P. 4, p. 4), ainsi que sur les déclarations de la plaignante faites aux débats de première instance au sujet de marques sur son bras et sur un message Whatsapp adressé par la plaignante au prévenu au mois de juin 2020, dans lequel elle lui reprochait de ne pas l’avoir laissée aller voir son père malade à l’hôpital pendant deux semaines (P. 34/4). Ces éléments sont probants et c’est donc à juste titre que les premiers juges ont estimé que les mises en causes de la plaignante, qui a été constante dans ses déclarations, étaient plus crédibles que les dénégations du prévenu. On ne discerne donc aucune violation de la présomption d’innocence.",,,"In this case, the first judges relied on several elements to find that the defendant would have prevented his wife from leaving the common accommodation, or on the content of his complaint, in which B.A.________ notably stated that “in recent months, while my father was hospitalized, he prevented me from going to see him by blocking the front door of the apartment or by holding me by the arm so that I remained with him” (P. 4, p 4), as well as on the statements of the complainant made during the trial proceedings regarding marks on her arm and on a Whatsapp message sent by the complainant to the defendant in June 2020, in which she criticized him for not having let her go see her sick father in the hospital for two weeks (P. 34/4). These elements are conclusive and the first judges were therefore right to consider that the accusations of the complainant, who was consistent in her statements, were more credible than the denials of the defendant. We therefore cannot discern any violation of the presumption of innocence.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2020---153_nodate.html,YES,NO,YES,NO,,,"Cet échange de messages, qui a débuté à l’initiative du prévenu, peut surprendre de la part d’un abuseur, d’autant que le prévenu avait le numéro de télé­phone de la plaignante et que celle-ci n’avait pas le sien, et qu’il ne se souvenait pas de son prénom. On constate que le prévenu se montre fuyant puisqu’il ne répond pas à la plaignante lorsqu’elle lui demande si elle était consentante et lorsqu’elle lui dit qu’elle lui avait dit « non ». Ainsi, la Cour de céans y voit, non pas un indice de la bonne foi du prévenu qui se serait soucié de l’état de la plaignante, mais plutôt une manière pour le prévenu, qui savait pertinemment qu’il avait été beaucoup trop loin, de tenter de savoir de quoi se rappelait sa victime et de l’influencer, afin de s’assurer qu’elle ne le dénoncerait pas. Contrairement à ce que tente de faire croire le prévenu, ces échanges n’accréditent pas sa version des faits selon laquelle ils auraient flirté et échangé leurs contacts dans l’idée éventuelle de se revoir, et qu’elle aurait consenti à une pénétration vaginale et anale lorsqu’ils étaient dans les toilettes. S’ils avaient réellement flirté, l’appelant n’aurait pas quitté prestement les toilettes en évitant tout contact avec B.________, témoin de la scène et aban­donné la plai­gnante sans se préoccuper de son sort.",,,"This exchange of messages, which began at the initiative of the defendant, may be surprising on the part of an abuser, especially since the defendant had the complainant's telephone number and the latter did not have hers. , and that he didn't remember his first name. We see that the accused is being evasive since he does not respond to the complainant when she asks him if she consented and when she tells him that she told him “no”. Thus, the Court sees in this, not an indication of the good faith of the defendant who would have been concerned about the state of the complainant, but rather a way for the defendant, who knew full well that he had gone much too far , to try to find out what his victim remembered and to influence her, in order to ensure that she would not denounce him. Contrary to what the defendant tries to make people believe, these exchanges do not support his version of the facts according to which they flirted and exchanged their contacts with the possible idea of ​​meeting again, and that she would have consented to vaginal penetration and anal when they were in the toilet. If they had really been flirting, the appellant would not have quickly left the toilet, avoiding any contact with B.________, who witnessed the scene, and abandoned the complainant without worrying about her fate.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-8063-2020_2022-10-17.html,YES,NO,YES,NO,,"Il ressort du contexte général des conversations en cause qu'il exprime plutôt un mécontentement du fait qu'il y ait peu de clients. C______ répondait d'ailleurs par de simples ""ok"" ou encore : ""je verrai à la fin"" ou ""je vais voir s'il [le client] veut rester"". D'autres échanges révèlent qu'il ne la poussait pas à se prostituer à n'importe quel prix, lui indiquant à diverses reprises de rester à la maison, de mettre le client à la porte, le tarif proposé étant trop bas, ou encore d'aller à l'aide sociale plutôt que de ""niquer"".",,,"It appears from the general context of the conversations in question that he rather expresses dissatisfaction with the fact that there are few customers. C______ also responded with a simple “ok” or even: “I’ll see at the end” or “I’ll see if he [the client] wants to stay”. Other exchanges reveal that he did not push her to prostitute herself at any price, telling her on various occasions to stay at home, to throw the client out because the rate offered was too low, or even to go to welfare rather than “screw it”.",,
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_007_CMPEA-2019-65_2020-06-29.html,YES,YES,,,,Cour des mesures de protection de l'enfant et de l'adulte (civile),,,Court for child and adult protection measures (civil),,
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_009_CPEN-2019-8_2019-12-19.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-10479-2019_2022-11-04.html,YES,NO,YES,NO,,,"Il ressort de l'échange de messages avec C______, l'appelante l'ayant au demeurant reconnu en appel, que grâce à ces caméras, elle surveillait que les prestations fournies par les masseuses correspondaient à ce qu'elles lui déclaraient et aux montants reversés. Une telle façon de faire, violant l'intimité à la fois des travailleuses et des clients, est particulièrement intrusive, voire illégale. Contrairement à ce qui a été retenu par le TP, cela n'allait pas pour autant à l'encontre de la liberté d'action des prostituées, élément décisif dans la réalisation de l'infraction en cause. Rien n'indique que par ce moyen, l'appelante aurait eu l'intention d'inciter les femmes, voire les obliger, à réaliser certaines prestations ou non. Ainsi, les caméras ne suffisent pas, à elles-seules, à renverser le constat que la liberté d'action des travailleuses n'était pas limitée par les agissements de l'appelante.",,,"It appears from the exchange of messages with C______, the appellant having moreover acknowledged this on appeal, that thanks to these cameras, she monitored that the services provided by the masseuses corresponded to what they declared to her and to the amounts paid. . Such a way of doing things, violating the privacy of both workers and customers, is particularly intrusive, even illegal. Contrary to what was held by the TP, this did not go against the freedom of action of prostitutes, a decisive element in the commission of the offense in question. There is no indication that by this means, the appellant intended to encourage women, or even force them, to perform certain services or not. Thus, the cameras are not enough, on their own, to overturn the finding that the workers' freedom of action was not limited by the actions of the appellant.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2022---450_nodate.html,YES,YES,,,,"On constate aussi que l’appelant reproche à R.________, dans un message, de donner des chiffres sur Whatsapp, application qualifiée de « pouki », soit de « balance », et refuse dans un premier temps de donner les codes et mots de passe de son nouveau téléphone à la police, ce qui montre bien qu’il a des choses à cacher.",,,"We also note that the caller criticizes R.________, in a message, for giving figures on Whatsapp, an application described as ""pouki"", or ""balance"", and initially refuses to give the codes and words of passes his new phone to the police, which shows that he has things to hide.",,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2020---386_nodate.html,YES,NO,YES,NO,,,"D'abord, il convient de relever que ce n'est pas uniquement le contenu du rapport de police, mais bien les mises en cause des acheteurs de l'appelant, l'analyse des nombreuses données de ses téléphones portables, ainsi que les quantités de cocaïne retrouvées à son domicile qui démontrent son implication. Ainsi l'appelant était en possession de plus de 100 grammes de cocaïne et de produits de coupage au moment de son arrestation. Les conversations mises en évidence par les enquêteurs et retrouvées sur WhatsApp, notamment avec le contact « [...] » démontrent plusieurs transactions de 50 ou 100 gr avec des grossistes (P. 43 pp. 51 et 52), quantités auxquels s'ajoutent celles des mises en causes de toxicomanes (PV aud. 8, [...] [25 grammes] ; PV aud. 12, spéc. p. 3, [...] [120 grammes] ; PV aud. 9, spéc. p. 2, R. 6, [...] [3 grammes et plusieurs livraisons de 3 à 5 grammes] ; PV aud. 11, R. 18, Y.________ [15 grammes]). Enfin, les sommes d'argent envoyées à l'étranger, totalisant plus de 15'000 fr., faits qui ne sont d'ailleurs pas contestés, démontrent encore, si nécessaire, l'importance du trafic de l'appelant.",,,"First of all, it should be noted that it is not only the content of the police report, but also the accusations of the caller's buyers, the analysis of the numerous data from his mobile phones, as well as the quantities of cocaine found at his home which demonstrate his involvement. The appellant was therefore in possession of more than 100 grams of cocaine and cutting products at the time of his arrest. The conversations highlighted by the investigators and found on WhatsApp, in particular with the contact "" [...]"" demonstrate several transactions of 50 or 100 grams with wholesalers (P. 43 pp. 51 and 52), quantities to which add those of the indictments of drug addicts (Aud. PV 8, [...] [25 grams]; Aud. PV 12, spec. p. 3, [...] [120 grams]; Aud. PV 9, spec. p. 2, R. 6, [...] [3 grams and several deliveries of 3 to 5 grams]; PV aud. Finally, the sums of money sent abroad, totaling more than 15,000 francs, facts which are not disputed, further demonstrate, if necessary, the importance of the appellant's trafficking.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2018---391_nodate.html,YES,NO,YES,NO,,,"En l’occurrence, on peut donner acte à l’appelant que la collaboration du prévenu à l’enquête peut être qualifiée de mauvaise, compte tenu des dénégations obstinées de celui-ci, qui continue d’ailleurs à nier les faits devant l’autorité d’appel (audience d’appel, p. 3), alors qu’un faisceau de preuves convergentes, telles que les déclarations d’E.________, les nombreux échanges Whatsapp et ses liens d’amitié avec le prénommé, lui sont opposées.",,,"In this case, we can acknowledge to the appellant that the accused's collaboration in the investigation can be described as poor, taking into account the stubborn denials of the latter, who also continues to deny the facts before the court. appeal authority (appeal hearing, p. 3), while a body of converging evidence, such as the declarations of E.________, the numerous Whatsapp exchanges and his ties of friendship with the first name, are opposite.",
